462,15
767,3
151,11
30,8
266,2
21,4
938,9
624,7
946,14
871,5
209,4
90,4
832,14
44,9
197,11
685,5
366,4
474,9
854,8
293,12
199,3
187,4
644,2
845,6
480,13
57,5
984,7
311,8
858,9
275,7
573,5
47,11
120,11
4,10
858,9
944,5
797,6
75,14
76,10
515,14
608,9
90,15
241,6
701,11
916,10
11,1
136,13
742,15
765,8
778,6
734,1
866,9
856,4
112,8
490,2
532,4
257,3
78,15
718,6
949,1
792,5
273,15
198,15
874,4
745,8
857,15
378,5
3,4
61,12
162,2
442,14
673,10
769,13
404,4
760,4
708,13
622,13
746,15
837,6
586,11
636,14
133,2
558,12
292,14
172,3
170,15
644,9
837,7
763,3
806,8
948,15
355,1
579,14
934,4
558,15
919,8
710,5
52,5
513,11
222,11
497,5
737,3
714,13
36,4
530,6
794,9
815,2
766,7
498,14
205,14
427,7
112,11
414,6
92,3
604,12
537,8
610,8
261,9
583,4
885,1
52,10
65,8
894,7
246,15
460,11
653,6
948,6
213,2
967,10
383,8
176,6
805,8
227,4
422,12
580,2
855,6
903,4
528,7
92,1
419,10
337,6
49,12
175,7
648,10
746,8
690,14
798,6
698,11
805,13
248,10
240,15
752,1
493,6
522,5
548,13
843,10
847,9
203,7
102,4
420,1
588,4
929,1
72,12
702,3
60,14
909,5
308,13
695,10
360,2
465,15
505,4
674,7
980,3
876,12
758,14
583,5
26,5
59,6
418,15
237,15
949,13
504,5
113,14
590,14
275,2
95,12
302,3
575,9
4,13
509,15
358,2
662,10
847,7
869,11
777,10
35,7
295,9
869,13
490,15
834,12
651,9
313,13
842,14
434,2
759,14
691,9
726,3
253,12
92,7
236,10
545,15
919,11
796,12
417,10
443,4
674,11
846,12
187,13
214,12
802,9
90,13
651,2
993,14
205,1
841,5
268,2
310,5
101,15
981,12
124,7
730,10
315,8
252,14
5,8
779,10
503,3
966,8
323,6
981,9
711,4
214,9
182,1
831,2
8,11
760,14
375,10
973,9
528,4
266,12
469,7
618,4
104,4
895,8
462,13
286,2
380,15
819,5
170,8
515,7
965,13
521,14
76,1
115,14
356,7
357,9
703,4
472,11
773,15
263,15
928,6
943,15
278,14
815,13
31,1
250,14
852,7
82,9
506,6
955,1
7,6
285,6
400,1
911,8
230,13
396,15
53,7
324,4
797,10
47,7
763,8
927,10
761,15
315,6
51,10
248,6
467,1
964,2
11,1
129,15
295,6
758,11
66,3
996,1
46,7
406,15
274,2
114,5
510,11
33,8
324,7
830,14
894,2
444,7
424,12
919,4
71,14
544,5
663,15
616,14
857,2
43,5
290,13
727,1
185,1
874,14
4,4
182,11
619,1
574,5
501,12
982,3
119,2
221,10
851,13
268,13
566,7
260,9
300,11
57,11
751,12
889,4
702,10
130,9
23,1
979,1
89,2
179,8
61,3
908,14
673,11
405,10
442,3
520,2
818,2
951,2
871,15
254,1
30,12
218,5
571,6
407,8
336,6
166,15
940,5
401,11
16,3
824,15
836,10
984,8
919,13
225,10
618,15
146,7
91,2
260,11
954,11
157,5
618,9
109,13
623,1
160,6
504,7
571,1
633,5
961,8
816,14
344,11
146,6
714,14
10,9
56,3
598,8
716,11
151,15
515,9
739,4
966,13
888,5
247,9
505,9
345,12
999,10
507,9
30,4
979,8
399,5
725,14
236,4
922,15
444,13
235,5
598,8
408,7
584,9
84,8
513,9
858,13
955,14
18,5
256,2
843,15
239,7
705,2
80,7
803,7
573,10
775,3
949,4
185,3
403,4
622,6
790,10
944,7
309,4
698,9
674,15
29,13
190,9
228,10
331,8
215,11
977,10
521,10
219,13
112,15
495,4
452,13
838,11
243,4
975,10
120,14
79,12
90,3
314,12
652,3
913,12
65,12
706,11
375,6
405,7
139,6
710,5
295,9
706,3
630,14
714,1
534,5
448,7
254,10
582,9
912,14
325,10
400,10
505,10
485,2
518,13
445,6
31,8
513,2
788,7
31,7
6,11
245,11
813,6
21,9
991,9
774,12
801,3
621,11
315,12
88,7
364,9
393,6
242,7
41,14
972,6
360,10
583,1
668,4
127,5
221,8
286,15
645,11
631,7
717,10
794,10
768,14
319,4
3,15
828,9
754,8
214,9
33,4
678,12
996,3
271,8
149,9
261,4
100,6
776,2
501,8
808,3
258,11
625,15
243,8
275,7
880,1
623,12
666,8
771,14
661,7
748,4
352,4
377,13
676,7
926,12
326,4
672,11
426,7
637,7
924,13
205,3
624,15
800,5
161,15
801,9
573,6
219,12
479,13
687,3
364,13
767,8
137,12
964,14
195,9
133,5
428,8
248,11
353,8
424,2
504,8
296,1
818,11
338,9
272,13
21,7
558,3
511,4
942,15
497,1
123,4
930,2
926,15
975,15
433,11
611,13
473,10
457,13
117,8
665,5
710,5
394,8
506,15
573,5
743,9
22,4
82,3
724,14
391,12
555,2
972,11
57,12
767,2
945,15
361,8
522,6
516,13
874,15
654,14
427,3
581,3
632,5
909,11
575,9
190,15
94,9
341,1
241,10
714,4
349,3
248,9
37,15
657,7
83,5
625,15
398,2
124,8
174,5
768,10
54,11
747,9
319,15
931,12
313,14
435,14
77,6
631,15
148,2
604,12
388,7
749,11
624,8
557,14
499,5
313,1
798,12
503,8
349,4
563,3
565,1
871,13
394,11
854,9
363,6
991,11
915,5
114,4
76,7
909,3
820,15
908,2
255,12
472,13
593,15
309,4
289,11
427,3
630,10
448,13
53,2
225,12
593,11
547,9
675,11
978,10
345,7
223,7
868,3
514,6
376,7
178,14
184,4
616,8
721,1
761,12
474,11
201,15
23,12
634,14
372,13
873,11
913,7
780,9
164,14
646,1
114,10
286,3
497,5
328,1
753,1
198,7
945,10
342,14
800,9
694,9
500,2
525,13
329,10
859,12
892,5
987,7
289,9
628,6
185,10
785,7
591,13
950,11
903,15
79,6
81,12
64,5
627,2
846,12
407,10
762,5
494,9
789,1
243,5
895,9
518,9
443,13
39,13
240,12
735,2
538,6
405,12
924,7
512,8
380,4
218,5
87,14
458,7
492,6
228,4
309,13
615,11
284,13
481,3
390,1
515,4
584,10
563,4
670,13
127,7
665,13
388,1
995,2
984,8
539,7
161,7
800,5
391,8
20,8
680,12
357,7
789,11
713,15
525,14
492,3
169,8
118,15
554,1
794,5
184,2
316,4
56,1
545,12
125,11
841,10
312,15
626,3
98,7
540,14
465,12
161,13
354,14
767,15
619,14
698,15
576,6
531,2
66,10
865,9
98,4
685,5
359,14
815,7
158,2
242,8
804,12
464,10
775,13
508,9
429,13
429,15
310,4
938,8
849,2
605,6
832,11
344,5
932,15
474,15
555,11
761,9
651,10
750,5
969,5
459,1
558,5
883,14
714,8
473,3
771,11
67,1
347,15
444,11
98,4
208,10
723,11
827,5
703,15
762,12
831,1
241,12
977,2
148,2
515,7
984,13
253,8
305,13
629,2
716,13
482,8
910,12
478,4
135,6
980,2
405,4
707,15
793,6
96,12
73,14
122,10
459,11
144,4
733,7
839,8
535,11
377,2
194,10
387,3
917,10
667,12
260,8
207,15
124,11
807,14
171,12
284,15
788,1
265,6
184,8
582,10
468,9
200,14
807,3
517,6
988,11
364,12
979,4
832,1
345,7
523,2
291,3
416,3
392,6
274,3
713,15
592,4
44,8
79,5
520,14
688,14
46,2
694,5
793,13
717,2
453,7
691,5
816,4
712,10
985,1
128,7
545,8
715,14
484,11
261,1
162,15
450,11
202,10
601,7
280,6
999,4
426,15
169,9
493,10
719,12
168,1
979,14
875,9
608,15
204,2
178,8
380,4
945,3
874,10
85,4
3,4
237,3
600,2
229,1
289,3
447,13
697,1
434,1
508,5
510,11
934,3
792,13
776,6
538,13
498,8
191,15
123,3
3,8
806,1
520,13
868,12
201,11
383,5
28,6
782,3
984,9
165,11
23,13
440,7
786,13
838,5
715,10
57,1
696,4
392,3
781,13
976,7
214,9
999,15
738,11
450,12
722,5
535,8
555,12
241,2
714,11
911,7
340,14
447,4
3,12
809,4
931,7
209,11
52,3
443,9
20,4
395,5
426,12
969,7
348,6
629,5
975,15
700,11
364,8
548,3
735,5
865,2
421,14
354,3
944,11
44,1
625,8
265,1
60,1
852,9
145,10
850,5
107,15
519,9
70,7
215,15
668,15
982,7
366,3
20,11
913,3
297,3
589,7
717,7
142,12
609,2
996,15
95,7
893,13
708,3
242,1
91,3
5,3
908,8
209,3
112,5
162,1
293,2
530,15
665,3
990,2
434,11
123,6
508,11
536,14
405,15
672,14
644,7
228,8
160,15
856,5
706,3
785,10
55,12
713,10
139,11
541,13
553,2
772,14
220,6
190,11
166,8
29,5
437,6
901,8
669,8
537,4
702,1
412,4
939,8
340,14
459,3
244,2
287,3
470,11
978,12
683,12
921,11
936,15
445,4
230,3
19,2
804,5
421,5
956,8
408,2
236,9
255,9
260,13
238,13
736,9
541,1
72,3
941,15
908,4
646,14
111,10
182,4
479,2
360,8
357,1
334,10
255,5
128,5
972,1
420,6
953,1
858,1
763,7
271,3
62,2
444,2
475,9
495,15
382,14
387,9
808,8
997,8
626,6
397,5
74,9
929,13
832,10
29,15
888,6
839,5
866,8
885,14
74,2
467,15
822,2
775,7
766,11
175,13
437,10
28,9
22,12
739,7
373,13
705,8
4,2
514,6
451,3
207,11
845,14
752,7
45,6
261,1
118,10
13,11
868,10
299,4
362,2
640,8
922,3
568,2
196,6
791,11
547,15
234,8
547,4
917,2
173,10
710,8
467,10
982,2
879,9
465,12
410,2
596,13
397,3
839,13
969,6
880,6
327,11
912,10
812,3
238,6
877,8
539,8
120,9
679,9
321,3
964,13
901,1
148,1
338,8
8,15
115,11
802,7
877,10
422,7
595,11
266,6
590,9
551,1
247,1
158,10
104,8
659,10
534,12
257,15
398,3
298,10
812,5
790,8
